Image Name,Leaf Count,Leaf Area Covered
26_1.jpg,4,2519.5
26_3.jpg,6,12578.0
26_5.jpg,8,16131.5
28_1.jpg,7,22569.5
28_5.jpg,9,12765.0
29_3.jpg,7,18210.0
29_4.jpg,11,22283.5
29_5.jpg,6,11020.5
30_1.jpg,12,15064.5
30_4.jpg,9,8527.5
31_2.jpg,10,11404.0
31_3.jpg,5,10566.5
31_4.jpg,11,12447.5
32_3.jpg,7,18210.0
32_4.jpg,11,22283.5
32_5.jpg,6,11020.5
