Weight,Leaf Count,Leaf Area Covered
0.06085903801741208,7.0,6403.009354690583
0.04865366730969854,9.0,13968.501781139274
0.080814719436715,5.0,4442.505075601367
0.12421360209822642,7.0,9755.50008433177
0.16970622459928908,6.0,9569.012590558938
0.1390302434106427,7.0,8194.01624995687
0.08336604814821268,4.0,4089.011921179522
0.18791224643437052,8.0,20666.002967081902
0.20560157480211502,3.0,5631.506402391184
0.22616973729494644,9.0,19408.01063486191
0.05604454829716159,6.0,12686.013071679474
0.0688093014181393,1.0,906.0048076206538
0.0524843418545442,7.0,11463.00734945126
0.0688853948915528,4.0,4359.004394221296
0.10024288950326707,6.0,14976.000255659368
0.07236473668613887,5.0,12326.004411747754
0.1315471799093625,8.0,11610.516363465402
0.15571407697822293,3.0,8492.000981140762
0.1878093322224122,7.0,19527.001745982394
0.12633618720167702,5.0,2988.00282013489
0.09259170630836522,7.0,4106.515120914073
0.13392451427630778,8.0,11489.001701185769
0.10938198075406654,5.0,7276.5054015952555
0.05325465448437354,7.0,10078.010570517556
0.07314226775673364,3.0,8781.008235219151
0.053598823907685486,8.0,19153.505300777342
0.07453039697293845,11.0,8892.002896164504
0.05519917435434564,5.0,12260.509218462026
0.10015779900881454,13.0,36577.00104835745
0.14326587561461746,7.0,6286.504005347208
0.14858050865329692,7.0,7329.0061042142
0.05595104003227704,9.0,12045.000965411185
0.09127443464775888,7.0,14716.500246028736
0.07965283898409284,8.0,11442.01428485051
0.13570966951530875,15.0,19881.00577352185
0.03680082248786995,11.0,14956.003901137778
0.11656829292679742,3.0,4412.003720045942
0.11580151685155445,7.0,12504.500546917134
0.04863278772445694,1.0,1243.5174496732952
0.09471158290339365,7.0,9440.517201901208
0.03847876031188155,7.0,10029.014132066319
0.10809069288100562,5.0,3908.522016865122
0.08960791043823496,9.0,11260.504646931615
0.09839429548532322,9.0,24109.520114871895
0.029690003194402424,6.0,12420.00725209569
0.10711275187357465,11.0,14322.020717674215
0.06857716496503115,11.0,8996.01334941136
0.14773222595956018,14.0,46186.511535560974
0.07728901069384121,7.0,11292.002716680652
0.18103063304629946,7.0,9910.509131646262
0.08040904938399768,8.0,13833.505283443546
0.06053313496697102,9.0,10837.506188481257
0.11533946763257545,4.0,4570.000180882522
0.11753784001984237,8.0,11657.002904022844
